sample_name	collection_date	tube_id	title	scientific_name	taxon_id	description	qiita_sample_type	sample_type	geo_loc_name	country	elevation	empo_1	empo_2	empo_3	empo_4	env_biome	env_feature	env_material	env_package	latitude	longitude	collection_timestamp	dna_extracted	physical_speciman_location	physical_speciman_remaining	host_age	host_age_units	host_taxid	host_scientific_name	host_common_name	host_life_stage	sex	host_height	host_height_units	host_weight_units	host_body_mass_index	host_body_habitat	host_body_site	host_body_product	depth	altitude	isolate_strain_taxonomy_id	isolate_scientific_name	experiment_set	host_subject_id	diet	day_post_inf	host_weight
CDD03.CR.LFLF.5.Liver	6-11-24	CDD03.CR.LFLF.5.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-11-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.LFLF.5	LF/LF	not applicable	20.67
CDD02.Tc.LFLF.2.Liver	3-26-24	CDD02.Tc.LFLF.2.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-26-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.Tc.LFLF.2	LF/LF	not applicable	18.4
CDD03.Tc.LFLF.3.Liver	6-11-24	CDD03.Tc.LFLF.3.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-11-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.Tc.LFLF.3	LF/LF	not applicable	20.5
CDD02.Tc.LFLF.5.Liver	3-25-24	CDD02.Tc.LFLF.5.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-25-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.Tc.LFLF.5	LF/LF	not applicable	18.8
CDD03.Tc.LFLF.1.Liver	6-11-24	CDD03.Tc.LFLF.1.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-11-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.Tc.LFLF.1	LF/LF	not applicable	18.06
CDD02.CR.LFHF.2.Liver	4-5-24	CDD02.CR.LFHF.2.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	4-5-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.CR.LFHF.2	LF/HF	not applicable	17.6
CDD03.CR.HFLF.5.Liver	6-8-24	CDD03.CR.HFLF.5.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-8-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.HFLF.5	HF/LF	not applicable	21.8
CDD02.Tc.HFLF.4.Liver	3-25-24	CDD02.Tc.HFLF.4.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-25-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.Tc.HFLF.4	HF/LF	not applicable	15.2
CDD02.Tc.HFHF.3.Liver	3-25-24	CDD02.Tc.HFHF.3.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-25-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.Tc.HFHF.3	HF/HF	not applicable	18.8
CDD03.Tc.HFHF.4.Liver	6-20-24	CDD03.Tc.HFHF.4.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-20-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.Tc.HFHF.4	HF/HF	not applicable	16.98
CDD02.CR.HFHF.1.Liver	3-25-24	CDD02.CR.HFHF.1.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-25-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.CR.HFHF.1	HF/HF	not applicable	20.9
CDD03.CR.LFLF.3.Liver	6-9-24	CDD03.CR.LFLF.3.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-9-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.LFLF.3	LF/LF	not applicable	17.6
CDD02.Tc.HFLF.3.Liver	4-4-24	CDD02.Tc.HFLF.3.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	4-4-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.Tc.HFLF.3	HF/LF	not applicable	18.5
CDD02.Tc.HFHF.2.Liver	4-4-24	CDD02.Tc.HFHF.2.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	4-4-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.Tc.HFHF.2	HF/HF	not applicable	15.7
CDD03.CR.HFLF.2.Blood	6-12-24	CDD03.CR.HFLF.2.Blood	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:blood sample	blood	blood	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	blood material	host-associated	39.74545	-104.83932	6-12-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:blood	UBERON:blood	UBERON:blood	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.HFLF.2	HF/LF	not applicable	20.9
CDD03.CR.Chow.3.Blood	6-8-24	CDD03.CR.Chow.3.Blood	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:blood sample	blood	blood	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	blood material	host-associated	39.74545	-104.83932	6-8-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:blood	UBERON:blood	UBERON:blood	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.Chow.3	Chow	not applicable	14.64
CDD03.Tc.LFLF.2.Blood	6-19-24	CDD03.Tc.LFLF.2.Blood	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:blood sample	blood	blood	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	blood material	host-associated	39.74545	-104.83932	6-19-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:blood	UBERON:blood	UBERON:blood	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.Tc.LFLF.2	LF/LF	not applicable	19.1
CDD02.CR.HFHF.2.Blood	3-25-24	CDD02.CR.HFHF.2.Blood	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:blood sample	blood	blood	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	blood material	host-associated	39.74545	-104.83932	3-25-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:blood	UBERON:blood	UBERON:blood	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.CR.HFHF.2	HF/HF	not applicable	17.2
CDD03.CR.LFLF.5.Blood	6-11-24	CDD03.CR.LFLF.5.Blood	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:blood sample	blood	blood	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	blood material	host-associated	39.74545	-104.83932	6-11-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:blood	UBERON:blood	UBERON:blood	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.LFLF.5	LF/LF	not applicable	20.67
CDD02.Tc.HFLF.3.Blood	4-4-24	CDD02.Tc.HFLF.3.Blood	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:blood sample	blood	blood	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	blood material	host-associated	39.74545	-104.83932	4-4-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:blood	UBERON:blood	UBERON:blood	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.Tc.HFLF.3	HF/LF	not applicable	18.5
CDD03.CR.LFLF.2.Blood	6-11-24	CDD03.CR.LFLF.2.Blood	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:blood sample	blood	blood	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	blood material	host-associated	39.74545	-104.83932	6-11-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:blood	UBERON:blood	UBERON:blood	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.LFLF.2	LF/LF	not applicable	19.6
